index,partition
569,0.8
7321,0.8
1930,0.8
3817,0.8
5721,0.8
1441,0.8
8163,0.8
1348,0.8
4171,0.8
5371,0.8
6222,0.8
846,0.8
10757,0.8
3052,0.8
884,0.8
7329,0.8
2769,0.8
8415,0.8
4222,0.8
6662,0.8
4161,0.8
8297,0.8
3953,0.8
10858,0.8
2314,0.8
10378,0.8
1765,0.8
10314,0.8
7539,0.8
10762,0.8
3181,0.8
5706,0.8
3348,0.8
1290,0.8
8148,0.8
6811,0.8
9450,0.8
8565,0.8
9960,0.8
2158,0.8
1685,0.8
8615,0.8
1882,0.8
4981,0.8
9082,0.8
10071,0.8
1311,0.8
2225,0.8
9013,0.8
2828,0.8
9529,0.8
1332,0.8
11600,0.8
2567,0.8
1415,0.8
9386,0.8
9069,0.8
6781,0.8
5646,0.8
1286,0.8
8680,0.8
4741,0.8
4284,0.8
4807,0.8
6211,0.8
7164,0.8
9426,0.8
11782,0.8
1054,0.8
7183,0.8
6400,0.8
11338,0.8
9085,0.8
8101,0.8
9249,0.8
5873,0.8
11164,0.8
1198,0.8
8820,0.8
10023,0.8
1392,0.8
6058,0.8
11463,0.8
338,0.8
2982,0.8
2802,0.8
3228,0.8
670,0.8
4367,0.8
7553,0.8
3156,0.8
9415,0.8
6229,0.8
4,0.8
1152,0.8
5678,0.8
6039,0.8
2907,0.8
9383,0.8
41,0.8
2941,0.8
8248,0.8
8699,0.8
7471,0.8
5499,0.8
11317,0.8
5196,0.8
6957,0.8
1328,0.8
8263,0.8
11102,0.8
4121,0.8
8583,0.8
436,0.8
3942,0.8
3372,0.8
5534,0.8
3376,0.8
9466,0.8
4172,0.8
1442,0.8
313,0.8
3934,0.8
3402,0.8
11755,0.8
10733,0.8
4754,0.8
11251,0.8
9947,0.8
10531,0.8
586,0.8
5420,0.8
6314,0.8
10976,0.8
7160,0.8
11223,0.8
2556,0.8
9496,0.8
5820,0.8
5867,0.8
516,0.8
3966,0.8
4484,0.8
8062,0.8
4793,0.8
9196,0.8
9009,0.8
3416,0.8
8688,0.8
4383,0.8
1740,0.8
8339,0.8
5235,0.8
5744,0.8
7261,0.8
11746,0.8
10230,0.8
2882,0.8
1886,0.8
9957,0.8
7136,0.8
465,0.8
1261,0.8
2987,0.8
9520,0.8
7507,0.8
11770,0.8
3812,0.8
11383,0.8
7256,0.8
5134,0.8
8759,0.8
1582,0.8
9274,0.8
6771,0.8
423,0.8
6048,0.8
5173,0.8
4366,0.8
11314,0.8
10938,0.8
3959,0.8
4306,0.8
4126,0.8
519,0.8
7576,0.8
5056,0.8
4061,0.8
5338,0.8
1525,0.8
9322,0.8
1175,0.8
11760,0.8
784,0.8
2572,0.8
1608,0.8
6499,0.8
7367,0.8
6570,0.8
4941,0.8
3856,0.8
6695,0.8
10308,0.8
10370,0.8
3943,0.8
671,0.8
7069,0.8
9856,0.8
7895,0.8
8662,0.8
873,0.8
7124,0.8
3251,0.8
2264,0.8
2978,0.8
11569,0.8
8032,0.8
3481,0.8
3357,0.8
1321,0.8
6856,0.8
11780,0.8
4113,0.8
7421,0.8
10582,0.8
9057,0.8
3100,0.8
8705,0.8
4084,0.8
5124,0.8
5687,0.8
5697,0.8
9578,0.8
2312,0.8
1918,0.8
4626,0.8
6212,0.8
5929,0.8
4239,0.8
2013,0.8
9764,0.8
8025,0.8
267,0.8
9762,0.8
10906,0.8
6465,0.8
11802,0.8
2281,0.8
6925,0.8
6702,0.8
7050,0.8
9283,0.8
5804,0.8
2052,0.8
862,0.8
9656,0.8
11663,0.8
5582,0.8
2842,0.8
1754,0.8
1204,0.8
11265,0.8
1022,0.8
8923,0.8
6554,0.8
10732,0.8
8638,0.8
10070,0.8
2237,0.8
8121,0.8
7369,0.8
5394,0.8
3666,0.8
8515,0.8
4886,0.8
2501,0.8
9228,0.8
9395,0.8
1559,0.8
7259,0.8
3223,0.8
10376,0.8
11196,0.8
6005,0.8
2056,0.8
4956,0.8
8264,0.8
2817,0.8
10945,0.8
10016,0.8
11246,0.8
1549,0.8
5816,0.8
11351,0.8
2266,0.8
9548,0.8
8214,0.8
8543,0.8
7267,0.8
4735,0.8
4279,0.8
10776,0.8
4183,0.8
11743,0.8
785,0.8
11613,0.8
9595,0.8
678,0.8
1501,0.8
976,0.8
864,0.8
8145,0.8
8757,0.8
5491,0.8
9239,0.8
4573,0.8
1427,0.8
9359,0.8
8670,0.8
8047,0.8
10329,0.8
6687,0.8
9292,0.8
6804,0.8
5586,0.8
1913,0.8
4964,0.8
1720,0.8
4595,0.8
1023,0.8
7190,0.8
528,0.8
8521,0.8
2416,0.8
7216,0.8
2534,0.8
4497,0.8
8111,0.8
5373,0.8
6486,0.8
10818,0.8
5925,0.8
9560,0.8
8678,0.8
7125,0.8
5340,0.8
8284,0.8
10328,0.8
11307,0.8
5746,0.8
3762,0.8
4520,0.8
2851,0.8
3508,0.8
11331,0.8
5509,0.8
11556,0.8
4096,0.8
686,0.8
10104,0.8
9194,0.8
9558,0.8
894,0.8
834,0.8
8052,0.8
4765,0.8
9275,0.8
9591,0.8
5304,0.8
9582,0.8
2813,0.8
3650,0.8
10822,0.8
1494,0.8
9291,0.8
5831,0.8
4286,0.8
10971,0.8
6238,0.8
4921,0.8
938,0.8
7221,0.8
1985,0.8
7185,0.8
5442,0.8
10338,0.8
10763,0.8
5874,0.8
8633,0.8
2571,0.8
6777,0.8
8392,0.8
6727,0.8
2404,0.8
8509,0.8
2358,0.8
9160,0.8
3570,0.8
8100,0.8
5872,0.8
5398,0.8
8807,0.8
11159,0.8
340,0.8
3787,0.8
9339,0.8
1948,0.8
10560,0.8
2591,0.8
1885,0.8
1389,0.8
1193,0.8
7271,0.8
3243,0.8
492,0.8
3866,0.8
1301,0.8
7049,0.8
10196,0.8
7806,0.8
3704,0.8
5054,0.8
1292,0.8
696,0.8
11410,0.8
4477,0.8
4169,0.8
8184,0.8
2193,0.8
2161,0.8
11526,0.8
1544,0.8
4490,0.8
8812,0.8
626,0.8
3714,0.8
8714,0.8
4657,0.8
1259,0.8
2543,0.8
8738,0.8
2503,0.8
857,0.8
11425,0.8
8559,0.8
3441,0.8
5590,0.8
2967,0.8
10634,0.8
1606,0.8
8361,0.8
11560,0.8
5771,0.8
1660,0.8
454,0.8
9189,0.8
1237,0.8
1672,0.8
3725,0.8
5004,0.8
9250,0.8
3081,0.8
5492,0.8
6159,0.8
3832,0.8
7617,0.8
8922,0.8
11121,0.8
11185,0.8
6291,0.8
5012,0.8
2519,0.8
5845,0.8
3345,0.8
4725,0.8
5947,0.8
10597,0.8
7182,0.8
10212,0.8
8288,0.8
4593,0.8
1090,0.8
5579,0.8
4620,0.8
2095,0.8
934,0.8
7935,0.8
5800,0.8
7925,0.8
9725,0.8
10594,0.8
1657,0.8
4608,0.8
3831,0.8
7230,0.8
9453,0.8
4669,0.8
5541,0.8
6549,0.8
4398,0.8
9546,0.8
1513,0.8
7856,0.8
7711,0.8
7920,0.8
11284,0.8
9772,0.8
11365,0.8
2092,0.8
9872,0.8
6927,0.8
8791,0.8
2544,0.8
5391,0.8
6126,0.8
1750,0.8
4097,0.8
117,0.8
7201,0.8
11694,0.8
3206,0.8
4234,0.8
2282,0.8
4133,0.8
6545,0.8
629,0.8
10425,0.8
4827,0.8
2672,0.8
4831,0.8
1326,0.8
5808,0.8
5870,0.8
3428,0.8
10094,0.8
5850,0.8
10565,0.8
6639,0.8
5413,0.8
4417,0.8
8171,0.8
10575,0.8
682,0.8
11359,0.8
3030,0.8
9445,0.8
5299,0.8
10867,0.8
11144,0.8
3239,0.8
9736,0.8
9401,0.8
1014,0.8
9363,0.8
3384,0.8
2162,0.8
5493,0.8
7985,0.8
7545,0.8
11754,0.8
8927,0.8
6935,0.8
8542,0.8
4809,0.8
6686,0.8
10544,0.8
9689,0.8
7191,0.8
9155,0.8
984,0.8
8956,0.8
5536,0.8
9319,0.8
6029,0.8
10380,0.8
9703,0.8
7266,0.8
5265,0.8
10969,0.8
10812,0.8
4223,0.8
11143,0.8
9640,0.8
9225,0.8
2970,0.8
5242,0.8
210,0.8
3104,0.8
2069,0.8
6340,0.8
8188,0.8
6102,0.8
10121,0.8
10983,0.8
4231,0.8
6685,0.8
1310,0.8
2630,0.8
5751,0.8
5806,0.8
4661,0.8
7601,0.8
3129,0.8
8417,0.8
11846,0.8
6653,0.8
7532,0.8
1656,0.8
10937,0.8
6163,0.8
5073,0.8
8212,0.8
11851,0.8
2320,0.8
6409,0.8
3853,0.8
9216,0.8
4862,0.8
5821,0.8
10607,0.8
8058,0.8
4074,0.8
11391,0.8
11218,0.8
9152,0.8
8424,0.8
1094,0.8
4094,0.8
10164,0.8
6326,0.8
6587,0.8
4624,0.8
9192,0.8
9941,0.8
4043,0.8
9653,0.8
6164,0.8
7193,0.8
6200,0.8
2983,0.8
6744,0.8
